product_name,categories_tags,countries_en,ingredients_text,additives_tags
Almondmilk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Almondmilk (filtered water, almonds), evaporated cane syrup, dutch cocoa, natural flavors, tricalcium phosphate, sea salt, gellan gum, dipotassium phosphate, xanthan gum, sunflower lecithin, vitamin a palmitate, vitamin d2, d-alpha tocopherol.","en:e322,en:e322i,en:e340,en:e340ii,en:e415,en:e418"
COCONUT MILK,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:plant-based-creams,en:plant-based-creams-for-cooking,en:coconut-milks-and-creams","Germany,Ireland","_organic coconut_, purified water, organic guar gum.",en:e412
"Kroger, coffee creamer, white chocolate mocha","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, partially hydrogenated soybean and/or cottonseed oil, corn syrup solids, sodium caseinate (a milk derivative), dipotassium phosphate, titanium dioxide (for color), datem, natural and artificial flavors. polysorbate 60, carrageenan.","en:e171,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
"Simple truth organic, organic, lite coconut milk","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:plant-based-creams,en:plant-based-creams-for-cooking,en:coconut-milks-and-creams",United States,"Organic coconut extract, water, organic guar gum.",en:e412
Liquid creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, water, vegetable oil (high oleic soybean and/or partially hydrogenated soybean and/or partially hydrogenated cottonseed), sodium caseinate (a milk derivative)*, contains 2% or less of: propylene glycol, dipotassium phosphate, natural and artificial flavors, polysorbate 60, sodium stearoyl lactylate, color added, sucralose (non-nutritive sweetener).","en:e1520,en:e340,en:e340ii,en:e435,en:e481,en:e955"
Liquid creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, water, vegetable oil (high oleic soybean and/or partially hydrogenated soybean and/or partially hydrogenated cottonseed), sodium caseinate (a milk derivative)*, contains 2% or less of: propylene glycol, dipotassium phosphate, natural and artificial flavors, polysorbate 60, sodium stearoyl lactylate, color added, sucralose (non-nutritive sweetener).","en:e1520,en:e340,en:e340ii,en:e435,en:e481,en:e955"
"Kroger, original sweet & creamy liquid creamer","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, water, vegetable oil high oleic soybean and/or partially hydrogenated soybean and/or partially hydrogenated cottonseed), sodium caseinate (a milk derivative)*, contains 2% or less of: propylene glycol, dipotassium phosphate, artificial flavor, polysorbate 60, sodium stearoyl lactylate, color added.","en:e1520,en:e340,en:e340ii,en:e435,en:e481"
Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)* dipotassium phosphate, datem, polysorbate 60, natural and artificial flavors, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
"Coffee Creamer, Hazel-Nut","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, polysorbate 60, natural and artificial flavors, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, polysorbate 60, natural and artificial flavors, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
French Vanilla Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:creamer",United States,"WATER, SUGAR, CORN SYRUP SOLIDS, HIGH OLEIC SOYBEAN OIL AND/OR HIGH OLEIC SUNFLOWER OIL**, CONTAINS LESS THAN 1% OF: SODIUM CASEINATE (A MILK DERIVATIVE), DIPOTASSIUM PHOSPHATE, NATURAL AND ARTIFICIAL FLAVORS, TITANIUM DIOXIDE (FOR COLOR), DATEM, CARRAGEENAN, POLYSORBATE 60, MIXED TOCOPHEROLS (FOR FRESHNESS)","en:e171,en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
"Coffee Creamer, Creme Brulee","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, polysorbate 60, natural and artificial flavors, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
Original Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup solids, high oleic soybean oil, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, polysorbate 60, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, high oleic soybean oil, corn syrup, less than 2% of: maltodextrin, sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, carrageenan, natural and artificial flavor, polysorbate 60, sucralose, acesulfame potassium, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e,en:e950,en:e955"
"Coffee Creamer, Hazelnut","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, high oleic soybean oil, corn syrup, less than 2% of: maltodextrin, sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, carrageenan, artificial flavor, polysorbate 60, sucralose, acesulfame potassium, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e,en:e950,en:e955"
"Kroger, coffee creamer, original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup solids, high oleic soybean oil*, less than 2% of: sugar, sodium caseinate (a milk derivative)**, dipotassium phosphate, titanium dioxide (for color), datem, carrageenan, polysorbate 60, mixed tocopherols (for freshness).","en:e171,en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
Italian Sweet Cream Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, polysorbate 60, natural and artificial flavors, salt, carrageenan, sucralose, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e,en:e955"
"Coffee Cremer, White Chocolate Mocha","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, high oleic soybean oil, corn syrup solids, less than 2% of: sodium caseinate (a milk derivative)*, dipotassium phosphate, datem, natural and artificial flavors, polysorbate 60, carrageenan, mixed tocopherols (for freshness).","en:e306,en:e340,en:e340ii,en:e407,en:e435,en:e472e"
Dairy french vanilla coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), corn syrup solids, contains less than 2% of: natural and artificial flavors, sodium caseinate* (a milk derivative), dipotassium phosphate, mono - and diglycerides, silicon dioxide, soy lecithin.","en:e322,en:e322i,en:e340,en:e340ii,en:e471"
"Smooth & Creamy! Coffee Creamer, Hazelnut","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), corn syrup solids, contains less than 2% of: natural and artificial flavors, sodium caseinate* (a milk derivative), dipotassium phosphate, mono - and diglycerides, silicon dioxide, soy lecithin.","en:e322,en:e322i,en:e340,en:e340ii,en:e471"
"Coffee Creamer, Cinnamon Creme","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Sugar, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), corn syrup solids, contains less than 2% of: sodium caseinate* (a milk derivative), dipotassium phosphate, natural and artificial flavors, mono - and diglyc","en:e340,en:e340ii"
Sugar free non-dairy french vanilla coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), corn syrup solids*, sodium caseinate** (a milk derivative), contains less than 2% of: dipotassium phosphate, mono-and diglycerides, natural and artificial flavors, silicon dioxide, salt, sucralose, acesulfame-k, soy lecithin.","en:e322,en:e322i,en:e340,en:e340ii,en:e471,en:e950,en:e955"
"Simple truth organic, kefir cultured low fat milk smoothie, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Pasteurized cultured organic lowfat milk, organic nonfat milk, organic cane sugar, pectin, organic strawberry flavor, organic beet powder (for color), vitamin a palmitate, vitamin d3.",en:e440
Kefir lowfat milk smoothie,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks",United States,"Pasteurized cultured organic lowfat milk, organic nonfat milk, organic cane sugar, pectin, organic blueberry flavor, organic beet powder (for color), vitamin a palmitate, vitamin d3.",en:e440
Aussie style yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized milk, cane sugar, water, cream, milk protein isolate, honey, organic honey, carob bean gum, gelatin, pectin, calcium citrate, natural flavor, agar, lactic acid.","en:e270,en:e406,en:e410,en:e428,en:e440"
"Coffee creamer, original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup, sunflower oil, less than 2% of: sodium caseinate (a milk derivative*), mono & diglycerides, sodium stearoyl lactylate, dipotassium phosphate.","en:e340,en:e340ii,en:e471,en:e481"
French vanilla coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, sugar, sunflower oil, less than 2% of: natural & artificial flavors, sodium caseinate (a milk derivative*), dipotassium phosphate, polysorbate 60, mono & diglycerides, color added, sodium stearoyl lactylate, carrageenan.","en:e340,en:e340ii,en:e407,en:e435,en:e471,en:e481"
Hazelnut Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"EDIENTS: WATER, SUGAR, SUNFLOWER OIL, LESS THAN 2% OF: NATURAL & ARTIFICIAL FLAVORS, SODIUM CASEINATE (A MILK DERIVATIVE*), DIPOTASSIUM PHOSPHATE, POLYSORBATE 60, MONO & DIGLYCERIDES, COLOR ADDED, SODIUM STEAROYL LACTYLATE, CARRAGEENAN. *NOT A SOURCE OF LACTOSE. CONTAINS: MILK.","en:e340,en:e340ii,en:e407,en:e435,en:e471,en:e481"
Vanilla caramel coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"water, sugar, vegetable oil (sunflower oil and/or canola oil), natural and artificial flavors, sodium caseinate, dipotassium phosphate, polysorbate 60, mono and diglycerides, color added, sodium stearoyl lactylate, carrageenan","en:e340,en:e340ii,en:e407,en:e435,en:e471,en:e481"
Creme brulee coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"water, sugar, (vegetable oil sunflower oil and/or canola oil), and less than 2% of natural and artificial flavors, sodium cassinate (a milk derivative), potassium phosphate, polysorbate 60, mono and diglycerides, color added, sodium sterarol lactylate, sucralose, carrageenan,  aramel color, and yellow 5 and 6 not a source of lactose","en:e340,en:e407,en:e435,en:e471,en:e955"
Sugar free hazelnut coffee creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Water, corn syrup**, sunflower oil, maltodextrin, less than 2% of: natural & artificial flavors, sodium caseinate (a milk derivative*), dipotassium phosphate, polysorbate 60, mono & diglycerides, color added, sodium stearoyl lactylate, cellulose gel, cellulose gum, carrageenan, sucralose, acesulfame potassium.","en:e340,en:e340ii,en:e407,en:e435,en:e466,en:e471,en:e481,en:e950,en:e955"
French Vanilla Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"aater, corn syrup**, sunflower oil, maltodextrin, less than 2% of: natural & artificial flavors, sodium caseinate (a milk derivative*), dipotassium phosphate, polysorbate 60, mono & diglycerides, color added, sodium stearoyl lactylate, cellulose gel, cellulose gum, carrageenan, sucralose, acesulfame pətassium. *not a source of lactose &quot;adds a trivial amount of sugar contains: milk.","en:e340,en:e340ii,en:e407,en:e435,en:e466,en:e471,en:e481,en:e955"
Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Corn syrup solids, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), contains less than 2% of: dipotassium phosphate, sodium caseinate (a milk derivative), artificial color, mono - and diglycerides, silicon dioxide, sodium tripolyphosphate, datem, natural and artificial flavors.","en:e340,en:e340ii,en:e452,en:e452vi,en:e471,en:e472e"
"Non-Dairy Coffee Creamer, Original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Corn syrup solids, vegetable oil (containing one or more of the following: palm, palm kernel, coconut, soybean), sodium cageinatie*(a milk derivative), dipotassium phosphate, monoglycerides, contains 2% or less of: silicon dioxide, natural and artificial flavors, artificial color.","en:e340,en:e340ii"
"Non - Dairy Coffee Creamer, Original","en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Corn syrup solids, vegetable oil (contains one or more of the following: palm, palm kernel, coconut, soybean), sodium caseinate* (a milk derivative), dipotassium phosphate, monoglycerides. contains 2% or less of: silicon dioxide, natural and artificial flavors, artificial color.","en:e340,en:e340ii"
Non - Dairy Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Corn syrup solids, vegetable oil (contains one or more of the following: palm, coconut, palm kernel, soybean)*, contains less than 2% of: sugar, sodium caseinate** (a milk derivative), dipotassium phosphate, monoglycerides, silicon dioxide, artificial col","en:e340,en:e340ii"
Unsweetened Soy Milk,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:legume-based-drinks,en:soy-based-drinks",United States,"ORGANIC SOYMILK (FILTERED WATER, ORGANIC SOYBEANS), CALCIUM CARBONATE, SEA SALT, ORGANIC NATURAL FLAVORS, GELLAN GUM, ORGANIC LOCUST BEAN GUM, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), RIBOFLAVIN (VITAMIN B2), CYANOCOBALAMIN (VITAMIN B12).","en:e410,en:e418"
Almond milk,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:plant-based-milk-alternatives,en:nut-based-drinks,en:almond-based-drinks",United States,"almondmilk (filtered water. almonds), cane sugar, calcium carbonate, sea salt, potassium citrate, sunflower lecithin, gellan gum, vitamin a palmitate, vitamin d2 and d-alpha-tocopherol (vitamin e) contains: almonds.","en:e322,en:e322i,en:e418"
Almondmilk,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"almondmilk (filtered water, almonds), calcium carbonate, sea salt, potassium citrate, sunflower lecithin, gellan gum, vitamin a palmitate, vitamin d2 and d-alpha-tocopherol (vitamin e),","en:e322,en:e322i,en:e418"
"Unsweetened vanilla almondmilk, vanilla","en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",United States,"Almondmilk (filtered water, almonds), calcium carbonate, natural vanilla flavor with other natural flavors, sea salt, potassium citrate, sunflower lecithin, gellan gum, vitamin a palmitate, vitamin d2 and d-alpha-tocopherol (vitamin e).","en:e322,en:e322i,en:e418"
Strained greek yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Greek yogurt (pasteurized grade a skim milk, cream, live and active bacterial cultures [s. thermophilus, l. bulgaricus, l. acidophilus, b. lactis]), strawberry fruit preparation (sugar, water strawberries, pectin, lemon juice concentrate, natural flavor, carrot juice for color).",en:e440
Strained greek yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Greek yogurt (pasteurized grade a skim milk, cream, live and active bacterial cultures [s. thermophilus, l. bulgaricus, l. acidophilus, b. lactis]), blueberry fruit preparation (sugar, blueberries, water, pectin, lemon juice concentrate, natural flavor).",en:e440
coconut creamer,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:plant-based-creams,en:plant-based-creams-for-cooking,en:coconut-milks-and-creams",United States,"coconut cream powder (coconut cream, tapioca syrup, less than 2% of: dipotassium phosphate, vegetable fiber [citrus, pea, potato, psyllium, seaweed]), natural vailla flavor, rice starch, contains: coconut, on facts untaimer 17 atories from fat 25","en:e340,en:e340ii"
Coconutmilk creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",United States,"Coconut cream powder (coconut cream, tapioca syrup, less than 2% of: dipotassium phosphate, vegetable fiber [citrus, pea, potato, psyllium, seaweed]), natural vanilla flavor, rice starch.","en:e340,en:e340ii"
Vegan,"en:plant-based-foods-and-beverages,en:dairies,en:plant-based-foods,en:fats,en:spreads,en:plant-based-spreads,en:salted-spreads,en:vegetable-fats,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:margarines,en:milkfat,en:butters",Canada,"Canola oil 74%, Water, Modified palm and palm kernel oils 6%, Salt, Natural flavours, Lactic acid, Vitamin A palmitate (vitamin A), Vitamin D₂, Beta carotene, Soy lecithin, Calcium disodium EDTA, Huile de canola 74%, Eau, Huiles de palme et de palmiste modifiées 6 %, Sel, Arômes naturels, Acide lactique, Palmitate de vitamine A (vitamine A), Vitamine D₂, Bêta-carotène, Lécithine de soja, EDTA de calcium disodique.","en:e270,en:e322,en:e322i,en:e385"
PLANT BUTTER UNSALTED,"en:plant-based-foods-and-beverages,en:dairies,en:plant-based-foods,en:fats,en:spreads,en:plant-based-spreads,en:vegetable-fats,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:margarines,en:milkfat,en:butters,en:butter-and-margarine-mix",Canada,"55% Modified palm and palm kernel oil, 24% Canola oil, Water, Pea protein, Soy lecithin, Citric acid, Natural flavour, Beta carotene.","en:e160a,en:e160ai,en:e322,en:e322i,en:e330"
Plant Butter,"en:plant-based-foods-and-beverages,en:dairies,en:plant-based-foods,en:fats,en:spreads,en:plant-based-spreads,en:vegetable-fats,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:margarines,en:milkfat,en:butters",Canada,"55% Modified palm and palm kemel oil, 24% Canola oil, Water, Salt, Pea protein, Soy lecithin, Citric acid, Natural flavour, Beta carotene","en:e160a,en:e160ai,en:e322,en:e322i,en:e330"
Salted Plant Butter,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters",United States,"Palm oil, palm kernel oil, water, sunflower oil, salt, pea protein, sunflower lecithin, lactic acid, natural flavor, annatto (color), vitamin A palmitate.","en:e160b,en:e270,en:e322,en:e322i"
Violife plant butter,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters",United States,"plant-based oil blend from coconut, sunflower and canola oils, water, salt, sunfla lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color). 1/2 cup - 1/2 | 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbsp 1 tbs all measurements approximate.","en:e160a,en:e160ai,en:e322,en:e322i,en:e330"
Supreme Sweet Cream Tempting Vanilla Coffee Creamer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes",United States,"Plant milk (water, lentil protein), sugar, canola oil, natural flavors, polysorbate 60, dipotassium phosphate, salt, gellan gum, beta carotene (color).","en:e160a,en:e160ai,en:e340,en:e340ii,en:e418,en:e435"
Violife,"en:plant-based-foods-and-beverages,en:fermented-foods,en:dairy-substitutes,en:desserts,en:vegan-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:refrigerated-non-dairy-yogurts",United States,"Plant milk (water, lentil protein), sugar, canola oil, natural flavors, polysorbate 80, dipotassium phosphate, salt, gellan gum, beta carotene (color).","en:e160a,en:e160ai,en:e340,en:e340ii,en:e418,en:e433"
Supreme SWEET CREAM,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:creamer",United States,"PLANT MILK (WATER, LENTIL PROTEIN), SUGAR, CANOLA OIL, NATURAL FLAVORS, POLYSORBATE 60, DIPOTASSIUM PHOSPHATE, SALT, GELLAN GUM, BETA CAROTENE (COLOR)","en:e160a,en:e160ai,en:e340,en:e340ii,en:e418,en:e435"
butter,"en:plant-based-foods-and-beverages,en:dairies,en:fermented-foods,en:plant-based-foods,en:fermented-milk-products,en:desserts,en:fats,en:spreads,en:dairy-desserts,en:plant-based-spreads,en:vegetable-fats,en:fermented-dairy-desserts,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:margarines,en:milkfat,en:yogurts,en:butters",United States,"Purified water, soybean oil, nonfat yogurt* (cultured nonfat milk), palm kernel and palm oil, modified tapioca starch, salt, mono and diglycerides, potassium sorbate (used to protect quality), lactic acid, lecithin (soy), natural flavors, vitamin a palmitate, beta carotene (color).","en:e202,en:e270,en:e322,en:e322i,en:e471"
"Nonfat Greek Style Frozen Yogurt, Lemon","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:frozen-foods,en:fermented-dairy-desserts,en:frozen-desserts,en:yogurts,en:frozen-yogurts,en:greek-style-yogurts",United States,"Skim milk, sucrose, lemonade base (water, sugar, citrus pulp, lemon juice concentrate, lemon flavor with other natural flavors, pectin, locust bean gum and turmeric), corn syrup, frozen greek yogurt base (whey protein concentrate, cultured dairy solids {whey protein concentrate, whey powder, nonfat dried milk, natural flavor}, milk protein concentrate, sodium citrate, natural and artificial flavors, standardized with dextrose), nonfat dry milk, stabilizer (mono and diglycerides, locust bean gum, pectin, carrageenan, standardized with dextrose), acidifier (water, natural glycerin, starter distillate, natural lactic acid, natural vanilla and other natural flavors, sodium benzoate), cultures.","en:e211,en:e270,en:e331,en:e407,en:e410,en:e422,en:e440,en:e471"
"Nonfat Greek Style Frozen Yogurt, Blueberry Pomegranate","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:frozen-foods,en:fermented-dairy-desserts,en:frozen-desserts,en:yogurts,en:frozen-yogurts,en:greek-style-yogurts",United States,"Skim milk, sucrose, blueberry pomegranate base (blueberries, sugar, water, blueberry and pomegranate flavors with other natural flavors, pomegranate juice concentrate, pectin, locust bean gum and citric acid), corn syrup, frozen greek yogurt base (whey protein concentrate, cultured dairy solids {whey protein concentrate, whey powder, nonfat dried milk, natural flavor}, milk protein concentrate, sodium citrate, natural and artificial flavors, standardized with dextrose), nonfat dry milk, stabilizer (mono and diglycerides, locust bean gum, pectin, carrageenan, standardized with dextrose), acidifier (water, natural glycerin, starter distillate, natural lactic acid natural vanilla and other natural flavors, sodium benzoate), cultures.","en:e211,en:e330,en:e331,en:e407,en:e410,en:e422,en:e440,en:e471"
Cream Top Yogurt Blended 2% Milk Fat,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Organic cultured grade a milk, vanilla flavor (water, organic sugar, organic vanilla flavors, pectin, organic lemon juice concentrate), organic vanilla, organic nonfat milk, organic cream.",en:e440
Organic 2% milk fat cream top blended yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Organic cultured grade a milk, raspberry puree (organic cane sugar, organic raspberries, water, organic raspberry flavor, pectin, lactic acid), lacx carrot (for color), organic nonfat milk, organic cream.","en:e270,en:e440"
Greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, sugar, strawberries, natural flavor, lactic acid, locust bean gum, pectin, sodium citrate, fruit and vegetable juice concentrates (for color), calcium chloride. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e270,en:e331,en:e410,en:e440"
"Roundy's, traditional greek nonfat yogurt, blueberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, sugar, blueberries, natural flavors, locust bean gum, pectin, sodium citrate, citric acid, fruit and vegetable juice concentrates (for color), calcium chloride. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e330,en:e331,en:e410,en:e440"
Greek nonfat yogurt,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, sugar, peaches, natural flavor, locust bean gum, pectin. contains five live active cultures including s. thermophilus l. bulgaricus, l. acidophilus, bifidus and l. casei.","en:e410,en:e440"
"Roundy's, greek nonfat yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:vanilla-yogurt,en:greek-style-yogurts",United States,"Cultured pasteurized skim milk, sugar, vanilla extract, pectin, locust bean gum, calcium chloride, stevia extract, natural flavor, citric acid. contains five live active cultures including s. thermophilus, l. bulgaricus, l. acidophilus, bifidus, and l. casel.","en:e330,en:e410,en:e440"
"Roundy's, greek nonfat yogurt, peach","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",United States,"Cultured pasteurized skim milk, peaches, water, sugar, fructose, natural flavor, pectin, locust bean gum, sodium citrate, stevia extract, calcium chloride, annatto (for color), contains five live active cultures including s. thermophilus, l bulgaricus, l. acidophilus, bifidus, and l. casei.","en:e160b,en:e331,en:e410,en:e440"
