product_name,categories_tags,countries_en,ingredients_text,additives_tags
"Flavorful Favorites, Mini Chocolate Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vegetable oil (palm, soybean, palm kernel,canola), cocoa (processed with alkali), eggs, cornstarch, food starch modified, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), soy lecithin, corn syrup solids, corn syrup, dextrose, whey, salt, mono and diglycerides, potassium sorbate [preservative], natural & artificial flavors, guar gum, polyglycerol esters of fatty acids, calcium sulfate, sodium carboxymethylcellulose, dextrin, polysorbate 60, glycerin, sodium stearoyl lactylate, gum arabic, calcium stearoyl-2-lactylate, confectioner's glaze, methylcellulose, carnauba wax.","en:e1400,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e541,en:e903"
"Harvest Time, Gold Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), food starch-modified, corn syrup, eggs, cornstarch, mono - and diglycerides, salt, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, sodium aluminum phosphate aluminum sulfate), nonfat milk, egg whites, whey, potassium sorbate (preservative) guar gum, wheat starch, soy lecithin, polysorbate 60, natural & artificial flavors, polyglycerol esters of fatty acids, gum arabic, glycerin, yellow 5, sodium stearoyl lactylate yellow 6, wheat protein, datem, calcium stearoyl-2-lactylate, xanthan gum, sodium carboxymethylcellulose, methycellulose blue 1, red 40.","en:e102,en:e110,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e415,en:e422,en:e435,en:e450,en:e450i,en:e466,en:e471,en:e472e,en:e475,en:e482,en:e500,en:e500ii,en:e520"
"Harvest Time, 6 Chocolate Cup Cakes, Butter Cream","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), food starch-modified, eggs, corn syrup, cornstarch, mono - and diglycerides, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), salt, dextrose, whey, potassium sorbate (preservative), guar gum, polysorbate 60, natural & artificial flavors, soy lecithin, polyglycerol esters of fatty acids, gum arabic, calcium sulfate, sodium carboxymethylcellulose, glycerin, yellow 5, yellow 6, sodium stearoyl lactylate, calcium stearoyl-2-lactylate, blue 1, red 40, methylcellulose.","en:e102,en:e110,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e541"
12 mini gold cupcakes with buttercreme icing,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), food starch-modified, eggs, cornstarch, corn syrup, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, sodium aluminum phosphate, aluminum sulfate), salt, nonfat milk, egg whites, mono - and diglycerides, whey, soy lecithin, wheat starch, polyglycerol esters of fatty acids, guar gum, polysorbate 60, natural & artificial flavors, potassium sorbate (preservative), gum arabic, glycerin, datem, sodium stearoyl lactylate, wheat protein isolate, yellow 5, calcium stearoyl-2-lactylate, yellow 6, blue 1, xanthan gum, sodium carboxymethylcellulose, methylcellulose, red 40, red 3.","en:e102,en:e110,en:e127,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e415,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e472e,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e520,en:e541"
Cupcakes,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), food starch-modified, eggs, cornstarch, corn syrup, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), salt, dextrose, whey, mono - and diglycerides, polyglycerol esters of fatty acids, natural & artificial flavors, guar gum, soy lecithin, potassium sorbate (preservative), polysorbate 60, gum arabic, calcium sulfate, sodium carboxymethylcellulose, glycerin, datem, sodium stearoyl lactylate, yellow 5, yellow 6, blue 1, calcium stearoyl-2-lactylate, red 40, red 3, methylcellulose.","en:e102,en:e110,en:e127,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e472e,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e541"
"Holiday merriment, mini chocolate cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), food starch-modified, eggs, cornstarch, corn syrup, nonfat milk, mono - and diglycerides, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), salt, dextrose, whey, natural & artificial flavors, guar gum, soy lecithin, potassium sorbate (preservative), polysorbate 60, gum arabic, polyglycerol esters of fatty acids, calcium sulfate, sodium carboxymethylcellulose, glycerin, yellow 5, sodium stearoyl lactylate, blue 1, yellow 6, calcium stearoyl-2-lactylate, red 40, methylcellulose.","en:e102,en:e110,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e541"
"Holiday Merriment, Mini Gold & Chocolate Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), food starch-modified eggs, cocoa (processed with alkali), cornstarch, corn syrup mono - and diglycerides, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate, sodium aluminum phosphate, aluminum sulfate), salt, whey, egg whites, dextrose, soy lecithin, guar gum, natural & artificial flavors, polysorbate 60, potassium sorbate (preservative), wheat starch gum arabic, polyglycerol esters of fatty acids, glycerin, sodium carboxymethylcellulose, calcium sulfate, yellow 5, sodium stearoyl lactylate, blue 1, wheat protein, calcium stearoyl-2-lactylate, yellow 5, datem, red 40, methylcellulose, xanthan gum.","en:e102,en:e129,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e415,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e472e,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e520,en:e541"
"Maplehurst Bakeries, Mini Gold & Chocolate Party Platter Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vegetable oil (palm, soybean, canola, and/or palm kernel), cocoa (processed with alkali), eggs, food starch-modified, cornstarch, corn syrup, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate, aluminum sulfate), mono - and diglycerides, salt, corn syrup solids, whey (milk), egg whites, dextrose, soy lecithin, guar gum, potassium sorbate [preservative], wheat starch, polysorbate 60, polyglycerol esters of fatty acids, natural & artificial flavors, glycerin, sodium carboxymethylcellulose, calcium sulfate, sodium stearoyl lactylate, wheat protein, calcium stearoyl-2-lactylate, datem, methylcellulose, gum arabic, xanthan gum, yellow 5.","en:e102,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e415,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e472e,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e520,en:e541"
"Everyday Favorites, Gold Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), food starch-modified, cornstarch, eggs, corn syrup, mono - and diglycerides, salt, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, sodium aluminum phosphate, aluminium sulfate), nonfat milk, egg whites, whey, soy lecithin, guar gum, wheat starch, polysorbate 60, potassium sorbate (preservative), polyglycerol esters of fatty acids, arabic, glycerin, natural & artificial flavors, sodium stearoyl lactylate, wheat protein, datem, calcium stearoyl-2-lactylate, xanthan gum, sodium carboxymethylcellulose, yellow 5, methylcellulose, yellow 6, blue 1, red 3, confectioner's glaze. chocolate iced cupcakes also contain cocoa (processed with alkali), corn syrup solids.","en:e102,en:e110,en:e127,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e415,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e472e,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e520,en:e541"
"Everyday Favorites, Cupcakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Sugar, water, vegetable oil (palm, soybean, palm kernel, canola), bleached enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), food starch-modified, eggs, cornstarch, corn syrup, mono - and diglycerides, nonfat milk, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, sodium aluminum phosphate), sodium aluminum phosphate), salt, dextrose, whey, guar gum, soy lecithin, potassium sorbate (preservative), polysorbate 60, natural & artificial flavors, polyglycerol esters of fatty acids, gum arabic, calcium sulfate, sodium carboxymethylcellulose, glycerin, sodium stearoyl lactylate, calcium stearoyl-2-lactylate, methylcellulose, yellow 6, yellow 5, blue 1, red 3, confectioner's glaze chocolate iced cupcakes also contain corn syrup solids.","en:e102,en:e110,en:e127,en:e133,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e414,en:e422,en:e435,en:e450,en:e450i,en:e461,en:e466,en:e471,en:e475,en:e481,en:e482,en:e500,en:e500ii,en:e541"
"Private selection, salted caramel brownies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Brownie mix (powdered sugar, sugar, bleached enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], soybean oil, cocoa [processed with alkali], contains 2% or less of the following: dried egg whites, corn syrup solids, salt, corn starch, leavening [sodium bicarbonate, sodium aluminum phosphate], caramel color, dextrose, soy flour, nonfat dry milk, natural and artificial flavors). soybean oil, eggs, caramel fudge (corn syrup, sweetened condensed nonfat milk [condensed nonfat milk, sugar]), high fructose corn syrup, butter (pasteurized cream, natural flavors [lactic acid, starter distillate]), water, pectin, salt, disodium phosphate, artificial flavors), caramel coating (sugar, palm kernel and palm oil, nonfat dry milk, whole milk powder, cocoa powder, soy lecithin [emulsifier], salt, natural flavor, paprika extract [color]), semisweet chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin, vanillin), heavy cream (milk, cream, carrageenan), natural flavor, butter (pasteurized cream, natural flavors [lactic acid, starter distillate]), corn syrup, dextrose, salt, sea salt (sea salt, carnauba wax), modified corn starch.","en:e150c,en:e160c,en:e270,en:e322,en:e322i,en:e339ii,en:e407,en:e440,en:e500,en:e500ii,en:e541,en:e903"
Sweet goods iced honey bun,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",United States,"Enriched flour bleached (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, water, fractionated palm & cottonseed oil, vegetable shortening (palm oil, mono - & diglycerides, polysorbate 60), contains less than 2% of each of the following: soy flour, dextrose, salt, mono - & diglycerides, leavening (baking soda, sodium acid pyrophosphate), datem, soy lecithin, soybean oil, guar gum, xanthan gum, annatto and turmeric extract color, ascorbic acid added as a dough conditioner, dried honey, enzymes, yeast, calcium carbonate, honey flavored powder (cane refinery syrup, honey), corn starch, agar, sodium hexametaphosphate, cinnamon, titanium dioxide color, calcium sulfate, natural & artificial flavors, monocalcium phosphate, calcium propionate & potassium sorbate (preservatives), fumaric acid, ammonium sulfate, milk, eggs.","en:e170,en:e170i,en:e202,en:e282,en:e297,en:e322,en:e322i,en:e341,en:e341i,en:e406,en:e412,en:e415,en:e435,en:e450,en:e450i,en:e452,en:e452i,en:e471,en:e472e,en:e500,en:e500ii,en:e517"
Football colossal brownie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Brownie-sugar, enriched wheat flour bleached (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), palm oil, water, corn syrup solids, cocoa processed with alkali, soybean oil, contains 2% or less of: artificial flavor, caramel color, corn starch, egg whites, leavening (baking soda, sodium aluminum phosphate), nonfat milk, red 40, salt, soy lecithin, sodium sulfite. icing - sugar, vegetable shortening (interesterified soybean oil, soybean oil, hydrogenated cottonseed oil, mono - and diglycerides, polysorbate 60), water high fructose corn syrup, soybean oil. contains 2% or less of: salt, dextrose, corn starch, modified corn starch, alpha tocopherol, glycerine, corn syrup, natural and artificial flavor, citric acid, maltodextrin, xanthan gum, agar, locust bean gum, yellow 5, yellow 5 lake, blue 1, red 40, yellow 6, titanium dioxide (for color), potassium sorbate (preservative).","en:e102,en:e110,en:e129,en:e133,en:e150c,en:e171,en:e202,en:e221,en:e307,en:e322,en:e322i,en:e330,en:e406,en:e410,en:e415,en:e422,en:e435,en:e471,en:e500,en:e500ii,en:e541"
Football colossal chocolate chip cookie,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Cookie - enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, soy lecithin, natural flavor), vegetable shortening (interesterified soybean oil, cottonseed oil), eggs, fructose, molasses, water. contains 2% or less of leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), salt, natural and artificial flavors, corn starch, soy lecithin, nonfat milk. icing - sugar, vegetbale shortening (interesterified soybean oil, soybean oil, hydrogenated cottonseed oil, mono - and diglycerides, polysorbate 60), water, high fructose corn syrup, soybean oil. contains 2% or less of: salt, dextrose, corn starch, modified corn starch, alpha tocopherol, glycerine, corn syrup, natural and artificial flavor, citric acid, maltodextrin, xanthan gum, agar, locust bean gum, yellow 5, yellow 5 lake, blue 1, red 40, yellow 6, titanium dioxide (for color), potassium sorbate (preservative).","en:e102,en:e110,en:e129,en:e133,en:e171,en:e202,en:e307,en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e406,en:e410,en:e415,en:e422,en:e435,en:e471,en:e500,en:e500ii,en:e541"
Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic brown cane sugar, organic butter (cream), organic white rice flour, organic potato starch, organic unsulfured molasses, organic whole eggs, organic tapioca starch, organic brown rice flour, organic corn starch, organic raw cane sugar, baking soda, organic ginger, organic cinnamon, salt, xanthan gum, organic cloves.","en:e415,en:e500,en:e500ii"
"Chocolate chip, oatmeal cookies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic semi-sweet chocolate chips (organic dried cane syrup, organic chocolate liquor, organic cocoa butter, organic soy lecithin as an emulsifier, organic vanilla), organic unsalted butter (cream), organic gluten free rolled oats, organic cane sugar, organic brown cane sugar, organic white rice flour, organic potato starch, organic whole eggs, organic tapioca starch, organic invert cane sugar, organic brown rice flour, organic corn starch, organic vanilla extract (organic vanilla bean extractive, water, organic alcohol), baking soda, salt, xanthan gum.","en:e415,en:e500,en:e500ii"
White chocolate cherry cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Organic unsalted butter (cream), organic white chocolate (organic sugar, organic cocoa butter, organic whole milk powder, organic nonfat milk powder, organic soy lecithin, organic vanilla) organic brown cane sugar, organic cane sugar, organic white rice flour, organic dried cherries, (organic cherries, organic cane sugar, organic sunflower oil), organic potato starch, organic whole eggs, organic tapioca starch, organic brown rice flour, organic invert cane sugar, organic corn starch, organic vanilla extract (organic vanilla bean extractive, water, organic alcohol) baking soda, salt, xanthan gum.","en:e322,en:e322i,en:e415,en:e500,en:e500ii"
Fig bar,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), high fructose corn syrup figs (figs, sulfur dioxide [preservative]), corn syrup, sugar, dextrose, corn flour, palm oil, flaked corn, salt, baking soda, preservatives (potassium sorbate, sodium benzoate), canola oil, caramel color, soy lecithin, citric acid, natural flavor, annatto (for color).","en:e150c,en:e160b,en:e202,en:e211,en:e220,en:e322,en:e322i,en:e330,en:e500,en:e500ii"
Ginger snaps cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, molasses, soybean oil (with tbhq [anti-oxidant]), dextrose, water, ginger, salt, baking soda, natural flavor, cinnamon, dairy whey.","en:e319,en:e500,en:e500ii"
Vanilla Sugar Wafers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm oil, soy lecithin (emulsifier), salt, artificial flavor, sodium bicarbonate (leavening), citric acid, yellow 5, yellow 6, red 3.","en:e102,en:e110,en:e127,en:e322,en:e322i,en:e330,en:e500,en:e500ii"
Original vanilla wafers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,en:stuffed-wafers,en:vanilla-stuffed-wafers",United States,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RBOFLAVIN, FOLIC ACID), SUGAR, WATER VEGETABLE SHORTENING (INTERESTERIFIED SOYBEAN OIL, SOYBEAN OL HYDROGENATED COTTONSEED OIL, NONFAT MILK NATURAL AND ARTFICIAL FLAVOR,SALT, BAKING SODA, CARAMEL COLOR CONTAINS: WHEAT, MILK DISTRIBUTED BY THE KROGER CO, CINCINNATI, OHIO 45202","en:e500,en:e500ii"
"Reduced Fat Wafers, Vanilla","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,en:stuffed-wafers,en:vanilla-stuffed-wafers",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, water, partially hydrogenated soybean and cottonseed oils, high fructose corn syrup, nonfat milk, caramel color, natural and artificial flavor, salt, baking soda, soy lecithin.","en:e150c,en:e322,en:e322i,en:e500,en:e500ii"
Glazed cake donuts,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Enriched flour (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, palm oil, strawberries, corn syrup, soybean oil, defatted soy flour, leavening (baking soda, sodium acid pyrophosphate, sodium aluminum phosphate, monocalcium phosphate, glucono delta-lactone). contains 2% or less of: modified corn starch, citric acid, dextrose, wheat starch, milk protein concentrate, preservatives (sodium benzoate, sodium propionate, potassium sorbate, sorbic acid), salt, mono - and diglycerides, toasted wheat germ, lactose, soy lecithin, sodium stearoyl lactylate, cellulose gum, guar gum, gellan gum, red 40, artificial flavors, annatto and turmeric extract (for color), calcium carbonate, calcium sulfate, corn starch, sodium phosphate, locus bean gum, agar, karaya gum, enzymes, eggs.","en:e100,en:e129,en:e160b,en:e170,en:e170i,en:e200,en:e202,en:e211,en:e281,en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e406,en:e412,en:e416,en:e418,en:e450,en:e450i,en:e466,en:e471,en:e481,en:e500,en:e500ii,en:e541,en:e575"
Double layer cake,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Cake-sugar, bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), eggs, soybean oil, water, egg whites, nonfat dry milk, high fructose corn syrup, modified corn starch, salt, baking soda, natural and artificial flavor, sodium aluminium phosphate, propylene glycol esters, corn sodium stearoyl lactylate, cellulose gum, xanthan gum, guar gum, red 40, mono and diglycerides, sodium benzoate and benzoic acid (preservatives), soy lecithin icing-sugar, vegetable shortening (interesterified soybean oil, soybean oil, hydrogenated cottonseed oil, mono - and diglycerides, polysorbate 60), corn syrup, strawberries, dextrose, water contains 2% or less of: salt, citric acid, corn starch, alpha tocopherol, natural and artificial flavor, titanium dioxide (for color), pectin, ammonium alginate, calcium alginate, potassium sorbate and sodium benzoate (preservatives), red 40, sanding sugar-sugar, carnauba wax, confectioner's glaze, red 40, red 3, red 40 lake, dec-on decoration sugar, egg white solids, modified corn starch, blue 1, blue 2, red 3, red 40, yellow 5, yellow 6.","en:e102,en:e110,en:e127,en:e129,en:e132,en:e133,en:e171,en:e202,en:e210,en:e211,en:e307,en:e330,en:e403,en:e404,en:e412,en:e415,en:e435,en:e440,en:e466,en:e471,en:e481,en:e500,en:e500ii,en:e541,en:e903"
Pecan praline mini bundt cake,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",United States,"Water, sugar, enriched wheat flour bleached (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole eggs, canola oil, soybean oil, modified corn starch, dried whey (milk), contains 2% or less of the following: palm oil, baking powder, emulsifier blend (propylene glycol monoesters, mono and diglycerides, soy lecithin, bht, citric acid), salt, wheat gluten, sodium stearoyl lactylate, sodium acid pyrophosphate, soy lecithin, pecans, natural flavor, xanthan gum, caramel (sugar, water, corn syrup, locust bean gum, mono and diglycerides, natural flavor, citric acid), dark chocolate.","en:e321,en:e322,en:e322i,en:e330,en:e410,en:e415,en:e450,en:e450i,en:e471,en:e481"
organic blueberry waffles,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:waffles,en:frozen-waffles",United States,"WATER, ORGANIC WHOLE WHEAT FLOUR, ORGANIC ENRICHED WHEAT FLOUR (ORGANIC WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), ORGANIC VEGETABLE OIL (CANOLA AND/OR SOYBEAN OIL), ORGANIC BLUEBERRY FLAVORED PIECES (ORGANIC SUGAR, ORGANIC WHEAT FLOUR, ORGANIC PALM OIL, COLORS [ELDERBERRY JUICE CONCENTRATE, CARROT JUICE CONCENTRATE, BLUEBERRY JUICE CONCENTRATE], ORGANIC BLUEBERRY SOLIDS, ORGANIC NATURAL FLAVOR), ORGANIC CANE SUGAR, CONTAINS 2% OR LESS OF: LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), ORGANIC PEAR JUICE CONCENTRATE, ORGANIC WHEAT BRAN, ORGANIC SOY LECITHIN, SEA SALT, NATURAL FLAVOR","en:e322,en:e322i,en:e341,en:e341i,en:e450,en:e450i,en:e500,en:e500ii"
Chipmates chunky chocolate chip cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), chocolate pieces (chocolate liquor, sugar, anhydrous dextrose, cocoa butter, soya lecithin [an emulsifier], vanilla extract), sugar, partially hydrogenated soybean and cottonseed oils, water. contains 2% or less of: molasses, salt, baking soda, whey, soy lecithin, ammonium bicarbonate, natural and artificial flavor, dextrose, corn starch.","en:e322,en:e322i,en:e500,en:e500ii,en:e503,en:e503ii"
"Kroger, chipmates, chunky chocolate chip cookies, peanut butter","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), peanut butter flavored chips (partially defatted peanuts, sugar, partially hydrogenated vegetable oils [palm kernel oil, soybean oil], corn syrup solids, dextrose, reduced minerals whey, salt, soy lecithin, vanillin), sugar, partially hydrogenated soybean oil and/or cottonseed oil, chocolate chunks (sugar, chocolate liquor, cocoa butter, anhydrous dextrose, soy lecithin, vanilla extract), peanut butter (roasted peanuts, sugar, hydrogenated vegetable oil [rapeseed, cottonseed oils], salt), water. contains 2% or less of: whey, molasses, salt, ammonium bicarbonate, baking soda, natural and artificial flavor, soy lecithin.","en:e322,en:e322i,en:e500,en:e500ii,en:e503,en:e503ii"
"Chunky Chocolate Chip Cookies, White Chip","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), confectionery chips (sugar, partially hydrogenated palm kernel and palm oil, nonfat dry milk, whole milk powder, soy lecithin, vanillin), sugar, partially hydrogenated soybean and cottonseed oils, chocolate chunks (sugar, chocolate liquor, cocoa butter, anhydrous dextrose, soy lecithin, vanilla extract), water. contains 2% or less of: molasses, salt, whey, baking soda, ammonium bicarbonate, natural and artificial flavor, dextrose, corn starch, soy lecithin.","en:e322,en:e322i,en:e500,en:e500ii,en:e503,en:e503ii"
Sandwich cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Sugar, enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), canola and/or soybean (with tbhq [preservative]) and/or palm oil, cocoa processed with alkali, dextrose, contains 2% or less of: high fructose corn syrup, salt, leavening (baking soda, calcium phosphate), corn starch, soy lecithin, natural and artificial chocolate flavor, natural and artificial vanilla flavor.","en:e319,en:e322,en:e322i,en:e341,en:e500,en:e500ii"
Sandwich cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following: palm, canola, soybean [with tbhq {preservative}]), high fructose corn syrup, dextrose, contains 2% or less of: corn flour, corn starch, salt, soy lecithin, leavening (baking soda, calcium phosphate), artificial colors (yellow 5 and yellow 6), natural and artificial flavors.","en:e102,en:e110,en:e319,en:e322,en:e322i,en:e341,en:e500,en:e500ii"
Duplex sandwich cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",United States,"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following: palm, canola, soybean [with tbhq {preservative}]), dextrose, high fructose corn syrup, corn flour, contains 2% or less of: cocoa processed with alkali, corn starch, salt, leavening (baking soda, calcium phosphate), soy lecithin, artificial colors (yellow 5 and yellow 6), natural and artificial flavors.","en:e102,en:e110,en:e319,en:e322,en:e322i,en:e341,en:e500,en:e500ii"
